Location Type,City,Borough,num_calls
Club/Bar/Restaurant,ASTORIA,QUEENS,14
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,15
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,11
Club/Bar/Restaurant,STATEN ISLAND,STATEN ISLAND,98
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,30
Club/Bar/Restaurant,NEW YORK,MANHATTAN,12
Club/Bar/Restaurant,STATEN ISLAND,STATEN ISLAND,11
Club/Bar/Restaurant,NEW YORK,MANHATTAN,11
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,16
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,24
Club/Bar/Restaurant,ASTORIA,QUEENS,10
Club/Bar/Restaurant,QUEENS VILLAGE,QUEENS,34
Club/Bar/Restaurant,NEW YORK,MANHATTAN,14
Club/Bar/Restaurant,NEW YORK,MANHATTAN,12
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,19
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,15
Club/Bar/Restaurant,NEW YORK,MANHATTAN,13
Club/Bar/Restaurant,NEW YORK,MANHATTAN,16
Club/Bar/Restaurant,BRONX,BRONX,70
Club/Bar/Restaurant,SUNNYSIDE,QUEENS,11
Club/Bar/Restaurant,RIDGEWOOD,QUEENS,43
Club/Bar/Restaurant,NEW YORK,MANHATTAN,12
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,12
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,12
Club/Bar/Restaurant,NEW YORK,MANHATTAN,48
Club/Bar/Restaurant,NEW YORK,MANHATTAN,14
Club/Bar/Restaurant,NEW YORK,MANHATTAN,25
Club/Bar/Restaurant,CORONA,QUEENS,13
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,19
Club/Bar/Restaurant,NEW YORK,MANHATTAN,161
Club/Bar/Restaurant,NEW YORK,MANHATTAN,12
Club/Bar/Restaurant,STATEN ISLAND,STATEN ISLAND,57
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,111
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,18
Club/Bar/Restaurant,ASTORIA,QUEENS,43
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,11
Club/Bar/Restaurant,NEW YORK,MANHATTAN,21
Club/Bar/Restaurant,BRONX,BRONX,19
Club/Bar/Restaurant,BRONX,BRONX,16
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,20
Club/Bar/Restaurant,ASTORIA,QUEENS,115
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,18
Club/Bar/Restaurant,NEW YORK,MANHATTAN,39
Club/Bar/Restaurant,LONG ISLAND CITY,QUEENS,44
Club/Bar/Restaurant,NEW YORK,MANHATTAN,44
Club/Bar/Restaurant,NEW YORK,MANHATTAN,205
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,15
Club/Bar/Restaurant,NEW YORK,MANHATTAN,39
Club/Bar/Restaurant,NEW YORK,MANHATTAN,22
Club/Bar/Restaurant,NEW YORK,MANHATTAN,44
Club/Bar/Restaurant,NEW YORK,MANHATTAN,88
Club/Bar/Restaurant,WOODSIDE,QUEENS,23
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,33
Club/Bar/Restaurant,NEW YORK,MANHATTAN,67
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,22
Club/Bar/Restaurant,LONG ISLAND CITY,QUEENS,18
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,25
Club/Bar/Restaurant,CORONA,QUEENS,25
Club/Bar/Restaurant,BRONX,BRONX,68
Club/Bar/Restaurant,COLLEGE POINT,QUEENS,34
Club/Bar/Restaurant,ASTORIA,QUEENS,27
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,23
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,28
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,RIDGEWOOD,QUEENS,12
Club/Bar/Restaurant,ASTORIA,QUEENS,18
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,22
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,19
Club/Bar/Restaurant,NEW YORK,MANHATTAN,17
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,31
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,15
Club/Bar/Restaurant,BRONX,BRONX,96
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,23
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,11
Club/Bar/Restaurant,ASTORIA,QUEENS,10
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,26
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,24
Club/Bar/Restaurant,OZONE PARK,QUEENS,12
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,47
Club/Bar/Restaurant,RICHMOND HILL,QUEENS,26
Club/Bar/Restaurant,STATEN ISLAND,STATEN ISLAND,23
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,16
Club/Bar/Restaurant,NEW YORK,MANHATTAN,19
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,NEW YORK,MANHATTAN,20
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,45
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,20
Club/Bar/Restaurant,NEW YORK,MANHATTAN,17
Club/Bar/Restaurant,ASTORIA,QUEENS,17
Club/Bar/Restaurant,ASTORIA,QUEENS,21
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,33
Club/Bar/Restaurant,NEW YORK,MANHATTAN,26
Club/Bar/Restaurant,NEW YORK,MANHATTAN,26
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,NEW YORK,MANHATTAN,13
Club/Bar/Restaurant,NEW YORK,MANHATTAN,11
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,30
Club/Bar/Restaurant,BRONX,BRONX,10
Club/Bar/Restaurant,NEW YORK,MANHATTAN,53
Club/Bar/Restaurant,NEW YORK,MANHATTAN,24
Club/Bar/Restaurant,CORONA,QUEENS,31
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,NEW YORK,MANHATTAN,31
Club/Bar/Restaurant,STATEN ISLAND,STATEN ISLAND,39
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,30
Club/Bar/Restaurant,NEW YORK,MANHATTAN,13
Club/Bar/Restaurant,NEW YORK,MANHATTAN,29
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,22
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,61
Club/Bar/Restaurant,NEW YORK,MANHATTAN,19
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,85
Club/Bar/Restaurant,ASTORIA,QUEENS,22
Club/Bar/Restaurant,NEW YORK,MANHATTAN,55
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,68
Club/Bar/Restaurant,NEW YORK,MANHATTAN,38
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,22
Club/Bar/Restaurant,ASTORIA,QUEENS,17
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,18
Club/Bar/Restaurant,NEW YORK,MANHATTAN,32
Club/Bar/Restaurant,NEW YORK,MANHATTAN,29
Club/Bar/Restaurant,NEW YORK,MANHATTAN,38
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,11
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,12
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,28
Club/Bar/Restaurant,NEW YORK,MANHATTAN,15
Club/Bar/Restaurant,NEW YORK,MANHATTAN,19
Club/Bar/Restaurant,NEW YORK,MANHATTAN,24
Club/Bar/Restaurant,NEW YORK,MANHATTAN,20
Club/Bar/Restaurant,BRONX,BRONX,19
Club/Bar/Restaurant,NEW YORK,MANHATTAN,22
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,17
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,12
Club/Bar/Restaurant,NEW YORK,MANHATTAN,128
Club/Bar/Restaurant,SUNNYSIDE,QUEENS,15
Club/Bar/Restaurant,NEW YORK,MANHATTAN,17
Club/Bar/Restaurant,STATEN ISLAND,STATEN ISLAND,35
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,22
Club/Bar/Restaurant,BRONX,BRONX,23
Club/Bar/Restaurant,NEW YORK,MANHATTAN,37
Club/Bar/Restaurant,NEW YORK,MANHATTAN,23
Club/Bar/Restaurant,NEW YORK,MANHATTAN,11
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,18
Club/Bar/Restaurant,NEW YORK,MANHATTAN,16
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,10
Club/Bar/Restaurant,BRONX,BRONX,32
Club/Bar/Restaurant,SOUTH OZONE PARK,QUEENS,17
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,38
Club/Bar/Restaurant,NEW YORK,MANHATTAN,23
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,32
Club/Bar/Restaurant,ASTORIA,QUEENS,40
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,34
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,10
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,38
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,23
Club/Bar/Restaurant,FOREST HILLS,QUEENS,73
Club/Bar/Restaurant,NEW YORK,MANHATTAN,17
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,59
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,BRONX,BRONX,10
Club/Bar/Restaurant,NEW YORK,MANHATTAN,44
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,17
Club/Bar/Restaurant,NEW YORK,MANHATTAN,19
Club/Bar/Restaurant,FLUSHING,QUEENS,16
Club/Bar/Restaurant,BRONX,BRONX,18
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,12
Club/Bar/Restaurant,NEW YORK,MANHATTAN,11
Club/Bar/Restaurant,SUNNYSIDE,QUEENS,14
Club/Bar/Restaurant,NEW YORK,MANHATTAN,18
Club/Bar/Restaurant,NEW YORK,MANHATTAN,12
Club/Bar/Restaurant,BRONX,BRONX,11
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,21
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,10
Club/Bar/Restaurant,NEW YORK,MANHATTAN,16
Club/Bar/Restaurant,NEW YORK,MANHATTAN,13
Club/Bar/Restaurant,NEW YORK,MANHATTAN,18
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,10
Club/Bar/Restaurant,KEW GARDENS,QUEENS,12
Club/Bar/Restaurant,BRONX,BRONX,21
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,33
Club/Bar/Restaurant,STATEN ISLAND,STATEN ISLAND,56
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,25
Club/Bar/Restaurant,NEW YORK,MANHATTAN,11
Club/Bar/Restaurant,RICHMOND HILL,QUEENS,19
Club/Bar/Restaurant,FOREST HILLS,QUEENS,14
Club/Bar/Restaurant,NEW YORK,MANHATTAN,23
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,12
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,11
Club/Bar/Restaurant,NEW YORK,MANHATTAN,15
Club/Bar/Restaurant,NEW YORK,MANHATTAN,14
Club/Bar/Restaurant,NEW YORK,MANHATTAN,11
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,10
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,10
Club/Bar/Restaurant,NEW YORK,MANHATTAN,11
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,28
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,11
Club/Bar/Restaurant,NEW YORK,MANHATTAN,12
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,20
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,41
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,17
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,34
Club/Bar/Restaurant,JAMAICA,QUEENS,12
Club/Bar/Restaurant,NEW YORK,MANHATTAN,22
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,64
Club/Bar/Restaurant,JAMAICA,QUEENS,10
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,24
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,16
Club/Bar/Restaurant,SUNNYSIDE,QUEENS,13
Club/Bar/Restaurant,WOODHAVEN,QUEENS,24
Club/Bar/Restaurant,NEW YORK,MANHATTAN,15
Club/Bar/Restaurant,LONG ISLAND CITY,QUEENS,15
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,34
Club/Bar/Restaurant,BRONX,BRONX,13
Club/Bar/Restaurant,NEW YORK,MANHATTAN,13
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,10
Club/Bar/Restaurant,SUNNYSIDE,QUEENS,11
Club/Bar/Restaurant,NEW YORK,MANHATTAN,19
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,15
Club/Bar/Restaurant,NEW YORK,MANHATTAN,13
Club/Bar/Restaurant,NEW YORK,MANHATTAN,20
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,10
Club/Bar/Restaurant,NEW YORK,MANHATTAN,11
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,10
Club/Bar/Restaurant,RIDGEWOOD,QUEENS,12
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,17
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,14
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,17
Club/Bar/Restaurant,NEW YORK,MANHATTAN,13
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,14
Club/Bar/Restaurant,NEW YORK,MANHATTAN,13
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,14
Club/Bar/Restaurant,BRONX,BRONX,14
Club/Bar/Restaurant,STATEN ISLAND,STATEN ISLAND,38
Club/Bar/Restaurant,NEW YORK,MANHATTAN,34
Club/Bar/Restaurant,BRONX,BRONX,11
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,52
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,10
Club/Bar/Restaurant,NEW YORK,MANHATTAN,16
Club/Bar/Restaurant,NEW YORK,MANHATTAN,21
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,15
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,17
Club/Bar/Restaurant,NEW YORK,MANHATTAN,16
Club/Bar/Restaurant,NEW YORK,MANHATTAN,23
Club/Bar/Restaurant,JACKSON HEIGHTS,QUEENS,35
Club/Bar/Restaurant,ASTORIA,QUEENS,43
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,23
Club/Bar/Restaurant,BRONX,BRONX,10
Club/Bar/Restaurant,ASTORIA,QUEENS,37
Club/Bar/Restaurant,NEW YORK,MANHATTAN,12
Club/Bar/Restaurant,NEW YORK,MANHATTAN,14
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,31
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,15
Club/Bar/Restaurant,ASTORIA,QUEENS,10
Club/Bar/Restaurant,NEW YORK,MANHATTAN,11
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,12
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,32
Club/Bar/Restaurant,NEW YORK,MANHATTAN,16
Club/Bar/Restaurant,RIDGEWOOD,QUEENS,10
Club/Bar/Restaurant,BRONX,BRONX,15
Club/Bar/Restaurant,NEW YORK,MANHATTAN,17
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,10
Club/Bar/Restaurant,BRONX,BRONX,17
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,14
Club/Bar/Restaurant,BRONX,BRONX,11
Club/Bar/Restaurant,NEW YORK,MANHATTAN,11
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,11
Club/Bar/Restaurant,NEW YORK,MANHATTAN,18
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,16
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,10
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,21
Club/Bar/Restaurant,BRONX,BRONX,10
Club/Bar/Restaurant,NEW YORK,MANHATTAN,18
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,15
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,89
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,NEW YORK,MANHATTAN,19
Club/Bar/Restaurant,LITTLE NECK,QUEENS,13
Club/Bar/Restaurant,CORONA,QUEENS,14
Club/Bar/Restaurant,NEW YORK,MANHATTAN,12
Club/Bar/Restaurant,NEW YORK,MANHATTAN,12
Club/Bar/Restaurant,BRONX,BRONX,18
Club/Bar/Restaurant,NEW YORK,MANHATTAN,30
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,12
Club/Bar/Restaurant,NEW YORK,MANHATTAN,27
Club/Bar/Restaurant,NEW YORK,MANHATTAN,24
Club/Bar/Restaurant,STATEN ISLAND,STATEN ISLAND,10
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,12
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,13
Club/Bar/Restaurant,ELMHURST,QUEENS,13
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,12
Club/Bar/Restaurant,NEW YORK,MANHATTAN,11
Club/Bar/Restaurant,NEW YORK,MANHATTAN,15
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,74
Club/Bar/Restaurant,NEW YORK,MANHATTAN,22
Club/Bar/Restaurant,STATEN ISLAND,STATEN ISLAND,24
Club/Bar/Restaurant,ASTORIA,QUEENS,14
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,OZONE PARK,QUEENS,13
Club/Bar/Restaurant,ELMHURST,QUEENS,13
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,12
Club/Bar/Restaurant,NEW YORK,MANHATTAN,12
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,15
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,13
Club/Bar/Restaurant,NEW YORK,MANHATTAN,14
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,114
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,33
Club/Bar/Restaurant,NEW YORK,MANHATTAN,22
Club/Bar/Restaurant,NEW YORK,MANHATTAN,25
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,22
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,45
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,NEW YORK,MANHATTAN,26
Club/Bar/Restaurant,BRONX,BRONX,16
Club/Bar/Restaurant,NEW YORK,MANHATTAN,19
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,BRONX,BRONX,10
Club/Bar/Restaurant,ASTORIA,QUEENS,15
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,13
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,22
Club/Bar/Restaurant,BRONX,BRONX,21
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,13
Club/Bar/Restaurant,NEW YORK,MANHATTAN,22
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,11
Club/Bar/Restaurant,NEW YORK,MANHATTAN,14
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,114
Club/Bar/Restaurant,JAMAICA,QUEENS,11
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,10
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,22
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,11
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,10
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,16
Club/Bar/Restaurant,SUNNYSIDE,QUEENS,17
Club/Bar/Restaurant,NEW YORK,MANHATTAN,17
Club/Bar/Restaurant,STATEN ISLAND,STATEN ISLAND,11
Club/Bar/Restaurant,HOLLIS,QUEENS,11
